IP,NETNAME,ORGANIZATION,COUNTRY,DNS RESOLVE
65.52.100.7,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,df.telemetry.microsoft.com
65.52.100.9,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,telemetry.microsoft.com
65.52.100.91,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,reports.wes.df.telemetry.microsoft.com
65.52.100.92,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,services.wes.df.telemetry.microsoft.com
65.52.100.94,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,sqm.df.telemetry.microsoft.com
65.52.108.33,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,msnbot-65-52-108-33.search.msn.com
65.55.108.23,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,msnbot-65-55-108-23.search.msn.com
65.52.108.29,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,msnbot-65-52-108-29.search.msn.com
65.55.29.238,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.39.10,MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,xnacreators.net
65.55.138.0-65.55.138.255 (65.55.138.1),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,vlan100.by2-6nf-hot-133a.ntwk.msn.net
65.55.138.0-65.55.138.255 (65.55.138.2),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.3),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.4),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.5),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.6),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,vlan4094.by2-f6f-hot-133a.ntwk.msn.net
65.55.138.0-65.55.138.255 (65.55.138.7),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,vlan4094.by2-f6f-hot-133b.ntwk.msn.net
65.55.138.0-65.55.138.255 (65.55.138.8),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.9),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.10),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.11),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.12),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.13),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.14),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.15),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.16),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.17),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.18),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.19),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.20),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.21),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.22),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.23),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.24),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.25),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.26),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.27),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.28),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,bay133-ds2.phx.gbl
65.55.138.0-65.55.138.255 (65.55.138.29),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.30),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,bay133-ds3.phx.gbl
65.55.138.0-65.55.138.255 (65.55.138.31),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.32),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.33),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.34),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.35),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.36),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.37),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.38),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.39),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.40),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.41),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.42),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.43),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.44),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.45),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.46),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.47),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.48),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.49),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.50),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.51),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.52),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.53),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.54),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.55),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.56),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.57),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.58),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.59),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.60),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.61),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.62),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.63),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.64),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.65),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.66),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.67),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.68),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.69),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.70),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.71),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.72),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.73),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.74),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.75),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.76),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.77),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.78),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.79),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.80),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.81),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.82),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.83),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.84),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.85),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.86),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.87),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.88),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.89),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.90),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.91),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.92),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.93),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.94),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.95),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.96),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.97),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.98),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.99),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.100),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.101),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.102),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.103),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.104),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.105),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.106),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.107),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.108),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.109),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.110),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.111),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.112),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.113),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.114),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.115),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.116),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.117),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.118),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.119),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.120),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.121),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.122),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.123),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.124),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.125),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.126),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.127),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.128),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.129),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.130),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.131),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.132),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.133),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.134),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.135),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.136),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.137),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.138),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.139),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.140),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.141),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.142),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.143),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.144),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.145),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.146),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.147),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.148),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.149),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.150),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.151),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.152),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.153),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.154),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.155),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.156),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.157),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.158),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.159),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.160),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.161),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.162),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.163),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.164),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.165),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.166),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.167),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.168),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.169),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.170),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.171),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.172),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.173),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.174),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.175),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.176),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.177),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.178),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.179),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.180),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.181),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.182),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.183),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.184),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.185),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.186),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.187),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.188),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.189),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.190),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.191),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.192),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.193),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.194),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.195),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.196),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.197),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.198),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.199),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.200),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.201),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.202),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.203),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.204),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.205),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.206),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.207),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.208),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.209),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.210),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.211),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.212),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.213),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.214),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.215),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.216),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.217),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.218),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.219),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.220),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.221),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.222),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.223),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.224),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.225),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.226),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.227),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.228),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.229),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.230),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.231),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.232),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.233),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.234),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.235),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.236),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
65.55.138.0-65.55.138.255 (65.55.138.237),MICROSOFT-1BLK,Microsoft Corporation (MSFT),US,
